audio files name,transcriptions 
audiofile/knf_06123_01070220885.wav,ಸದ್ಯಕ್ಕೆ ಕೆಲವೇ ಪ್ರಮುಖ ಕೇಂದ್ರಗಳಿಗೆ ಸೀಮಿತವಾಗಿದೆ.
audiofile/knf_01493_01769800025.wav,ಹಿಂದೆ ಯಥೇಚ್ಛವಾಗಿದ್ದ ಕೆರೆಗಳು ನಗರೀಕರಣದಿಂದಾಗಿ ಕಣ್ಮರೆಯಾಗುತ್ತಿವೆ.
audiofile/knf_05550_01927066370.wav,ಒಂದು ಹುಡುಕಾಟ ಯಂತ್ರವು ಈ ಕೆಳಗಿನ ಕ್ರಮದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ.
audiofile/knf_03271_00978895227.wav,ಘಟನಾವಳಿಗೂ ಅದೇ ಬಗೆಯ ಹೆಚ್ಚುವರಿಕೆ ಸಾಧ್ಯ.
audiofile/knf_00557_01100175882.wav,ನಾವು ಹುಟ್ಟಿದ ಸಮಂಜಸತೆಯಲ್ಲಿ
audiofile/knf_01779_00673125920.wav,ಪ್ರಾದೇಶಿಕ ನಿಯಂತ್ರಣ ಇರುವುದಿಲ್ಲ.
audiofile/knf_07598_01225016316.wav,ನಮಗೆ ಕಾಣುವ ವಾಯುವನ್ನು ಅಧಿಷ್ಠಾನವಾಗಿ ಉಳ್ಳ ಈ ದೇವತೆಯನ್ನು ವೇದಗಳಲ್ಲಿ ಸ್ತುತಿಸಿದ್ದಾರೆ.
audiofile/knf_03467_01741189438.wav,ಯೋಗಶಾಸ್ತ್ರದಲ್ಲಿ ಹೇಳಿರುವಂತೆ ಅಷ್ಟಾಂಗಯೋಗವನ್ನು ಅಭ್ಯಾಸ ಮಾಡಿದರೆ ಮನಸ್ಸು ಶುಚಿಯಾಗಿ ಜೀವಾತ್ಮ ಪರಮಾತ್ಮ ಸಾಕ್ಷಾತ್ಕಾರ ಸಾಧ್ಯವಾಗುತ್ತದೆ.
audiofile/knf_03574_02121834295.wav,ಅಂತರಿಕ್ಷಸ್ಥಾನದ ದೇವತೆಗೆ ಪ್ರಧಾನವಾದ ಕರ್ಮ ವರ್ಷಕರ್ಮ.
audiofile/knf_08476_00615518093.wav,ಇದರಿಂದಾಗಿ ಅಂತರಾಷ್ಟ್ರೀಯ ವ್ಯವಹಾರವು ಬಹಳ ಪ್ರಾಮುಖ್ಯವಾಗಿದೆ
audiofile/knf_01493_00685104318.wav,ಒಂದು ಗಿಡ 12 ರಿಂದ 15 ವರ್ಷ ಫಸಲು ಕೊಡುತ್ತದೆ.
audiofile/knf_00254_00472465254.wav,ವಹಿವಾಟಿನ ಹಲವು ವಿಧಾನಗಳು ಮತ್ತು ಸುಂಕದಂತಹ ವ್ಯಾಪಾರದ ನೀತಿಗಳ ಪರಿಣಾಮವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸಲು ಅನೇಕ ವಿಭಿನ್ನ ಮಾದರಿಗಳನ್ನು ಪ್ರಸ್ತಾವಿಸಲಾಯಿತು.
audiofile/knf_03467_00900960696.wav,ದೇಹಿಗಳ ಶರೀರದಲ್ಲಿರುವ ತೇಜಸ್ಸು ಮತ್ತು ಅಪ್ಪುಗಳಿಂದ ರಂಜಿತವಾಗಿ ಪ್ರಸನ್ನಗೊಂಡುದು ರಕ್ತ.
audiofile/knf_02049_01527335993.wav,ಸಂಚಿತ ಠೇವಣಿ
audiofile/knf_09696_00622673066.wav,ಅಂಕಣಗಳನ್ನು ಬರೆಯಲು ಒಂದು ನಿರ್ದಿಷ್ಟ ವಿಷಯದಲ್ಲಿ ಅಪರಿಮಿತ ಜ್ನಾನವನ್ನು ಹೋಂದಿರುವ ಮತ್ತು ಆ ಕ್ಷೇತ್ರದಲ್ಲಿ ಪ್ರಸಿದ್ಧರಾದ ಕೆಲವು ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು ಮಾತ್ರ ಈ ಕಾರ್ಯವನ್ನು ನಿರ್ವಾಹಿಸುತ್ತಾರೆ.
audiofile/knf_05820_01729688891.wav,ರಷ್ಯಾದ ಯುನಿವರ್ಸಲ್ ಡಾಕಿಂಗ್ ಘಟಕ
audiofile/knf_05550_00060181137.wav,ಅಂಗಸ್ಥಲಗಳು ವೀರಶೈವ ಧರ್ಮದಲ್ಲಿ ಮೋಕ್ಷವನ್ನು ಬಯಸುವ ಜೀವನು ಅಥವಾ ಅಂಗನು ನೂರೊಂದು ಸ್ಥಳಗಳ ಆಚರಣೆಗಳನ್ನು ನಡೆಸಬೇಕಾಗುತ್ತದೆ.
audiofile/knf_03467_01299235512.wav,ಆದರೆ ಸಾವಿರದ ಒಂಬೈನೂರ ಹನ್ನೊಂದರಿಂದ ಅದಕ್ಕಿಂತ ಹೆಚ್ಚು ವಿಶಾಲವಾದ ಯುದ್ಧ ಮತ್ತು ಶಾಂತಿಯ ವಿಷಯಗಳಲ್ಲಿ ಆಸಕ್ತಿವಹಿಸಲು ಪ್ರಾರಂಭಿಸಿತು.
audiofile/knf_05550_01883214699.wav,ಒಂದು ವೇಳೆ ಸಂಕೇತವು ನಕಲು ಮಾಡಲ್ಪಟ್ಟರೆ
audiofile/knf_02173_01517397089.wav,ರಾಂಪ್‌ನಲ್ಲಿ ಸ್ವಲ್ಪ ಬಲ
audiofile/knf_02049_00879609038.wav,ಬೀಜಗಳು ನಿರ್ದಿಷ್ಟ ಪ್ರಮಾಣದಲ್ಲಿ ನೀರನ್ನು ಹೀರಿಕೊಂಡ ಮೇಲೇ ಇದು ಸಾಧ್ಯ.
audiofile/knf_07901_01184407425.wav,ಆದುದರಿಂದ ಅಂಟಿನ ಪುರ್ಣ ಪ್ರಯೋಜನ ಪಡೆಯಲು ವಸ್ತುವಿನ ಮೇಲ್ಮೈಯನ್ನು ಶುದ್ಧಮಾಡಿ
audiofile/knf_01493_00910272760.wav,ಮುದ್ರಿತವಾಗಿರುವ ಅಂಚೆಯ ಚೀಟಿಗಳನ್ನೊಳಗೊಂಡ ಕಾರ್ಡು ಮತ್ತು ಲಕೋಟೆಗಳು ಎಲ್ಲ ಅಂಚೆ ಕಚೇರಿಗಳಲ್ಲೂ ಮಾರಾಟಕ್ಕಿರುತ್ತವೆ.
audiofile/knf_00557_01226928589.wav,ಅವುಗಳಲ್ಲಿ ೧೭೫ ದೇಶಗಳು ಈ ನಿರ್ಧಾರವನ್ನು ಪುರಸ್ಕರಿಸಲಿವೆ.
audiofile/knf_00557_02065429069.wav,ಬಹಳಷ್ಟು ಆಧುನಿಕ ಒಡಂಬಡಿಕೆಗಳು ರಾಜಿ ಸೂತ್ರದ ನಿಯಮಾವಳಿ ಹೊಂದಿರುತ್ತವೆ.ಇದರಿಂದ ಇಂತಹ ವ್ಯಾಜ್ಯಗಳ ವಿಷಯದಲ್ಲಿ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುವುದು ಸುಲಭವಾಗುತ್ತದೆ.
audiofile/knf_01796_01531431096.wav,ಬಾನಗಾಡಿಗಳಾದ ಡಿಸ್ಕವರಿ
audiofile/knf_05550_00947239889.wav,"ಸ್ಪಷ್ಟವಾಗಿ ಅಧಿನಿಯಮ 36 ರಲ್ಲಿ ನ್ಯಾಯಾಂಗದ ಕಾರ್ಯಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯ ಬಗ್ಗೆ ವಿವರಿಸಲಾಗಿದ್ದು, ಮಾರ್ಗಸೂಚಿಗನುಗುಣವಾಗಿ ಪ್ರತಿಕ್ರಿಯುಸುವ ರಾಜ್ಯಗಳ ಬಗ್ಗೆ ಅದರ ಸೂಕ್ತ ಅಹರತೆಯ ಮೇರೆಗೆ ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ."
audiofile/knf_09123_02016658897.wav,ಈ ಸಾಧನೆಯ ಮೂಲಕ ಅವರು ವರ್ಲ್ಡ್ ಚ್ಯಾಂಪಿಯನ್ಷಿಪ್ ಅಥ್ಲೆಟಿಕ್ಸ್ ಗೆದ್ದರು
audiofile/knf_02049_01280193908.wav,ಇದಕ್ಕೆ ವ್ಯತಿರಿಕ್ತವಾಗಿ ಅದರ ಹಲವಾರು ಸ್ಪರ್ಧಿಗಳು ಜಾಲದ್ವಾರಗಳಲ್ಲಿಯೇ ಹುಡುಕಾಟ ಯಂತ್ರವನ್ನು ಅಳವಡಿಸಿದವು.
audiofile/knf_06123_01725825979.wav,ಉದ್ದೇಶಿತ ಅಂಗಾಂಶಗಳು ಸ್ನಾಯುಗಳು
audiofile/knf_02049_00547732583.wav,ಉಷ್ಣವಾದ ಹವೆ
audiofile/knf_07901_02074538457.wav,"ಸೀಮಂತಗಳು 15, ಇವು ಅಸ್ಥಿಸಂಘಾತಗಳು."
audiofile/knf_07901_01019075561.wav,ಈ ಜನಾಂಗದಲ್ಲಿ ಮೃತದೇಹಗಳನ್ನು ತ್ಯಜಿಸುವ ಮತ್ತು ಹೆಂಡತಿ ಮಕ್ಕಳನ್ನು ಮಾರಿಕೊಳ್ಳುವ ಪದ್ಧತಿ ಪ್ರಚಲಿತವಿತ್ತೆಂದು ಮಹಾಭಾರತದಿಂದ ತಿಳಿದುಬರುತ್ತದೆ.
audiofile/knf_00254_01101187029.wav,ಸಮುದ್ರ ತೀರ ಪ್ರದೇಶಗಳಲ್ಲಿ ಇದು ಮತ್ತೊಂದು ಸಮಸ್ಯೆಯನ್ನು ಸೃಷ್ಟಿಸುತ್ತದೆ.
audiofile/knf_00001_00588782804.wav,ಸೈದ್ಧಾಂತಿಕವಾಗಿ
audiofile/knf_03755_00022678036.wav,ಹೆಚ್ಚು ಸ್ಪಷ್ಟವಾಗಿ ಎಲ್ಲಾ ಸಾಂಪ್ರದಾಯಿಕ ಬಲಗಳೂ ಅಂತಸ್ಥ ಶಕ್ತಿಗೆ ಪೂರಕವಾಗಿರುತ್ತವೆ.
audiofile/knf_01493_00163898533.wav,ಅಂತರ್ಜಲದ ಬಳಕೆ ಕೆಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ ಮಿತಿಮೀರಿರುವುದರಿಂದ ಅಂತರ್ಜಲದ ಮಟ್ಟವೂ ಕಡಿಮೆಯಾಗುತ್ತಿದೆ.
audiofile/knf_05820_01644003205.wav,ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆಯಲ್ಲಿ ಕತ್ತಿ ಮುಂತಾದ ಶಲ್ಯಗಳು ಇವನ್ನು ಸೋಕಿದರೆ ಅಪಾಯ ಎಂದು ಹೇಳಲಾಗಿದೆ.
audiofile/knf_01493_02034880971.wav,ಸಾಮಾನ್ಯವಾಗಿ ಕಾಗದದ ಮೇಲೆ ಸಸ್ಯರಸ ಹಿಂಡಿದ ಸ್ಥಳದಲ್ಲಿ ರಾಸಾಯನಿಕ ವಸ್ತುವನ್ನು ಒಂದೆರಡು ತೊಟ್ಟು ಹಾಕಬೇಕು.
audiofile/knf_00254_01259274979.wav,ತಾನು ಸಹಾಯಧನ ನೀಡುವ ಸಂಸ್ಥೆಯ ಆಡಳಿತ ವರ್ಗದಲ್ಲಿ ತನ್ನ ಪರವಾಗಿ ಒಬ್ಬ ನಿರ್ದೇಶಕ ಇರಲೇಬೇಕೆಂದು ಸೂಚಿಸಬಹುದು ಅಥವಾ ನಿಯಮಿಸಬಹುದು.
audiofile/knf_09123_01564069819.wav,ಇಂಥ ಮೋಜಣಿಗೆ ಅಂತರಿಕ್ಷ ಮೋಜಣಿ ಎಂದು ಹೆಸರು
audiofile/knf_05820_01204399449.wav,ಚಳಿಗಾಲದ ತಳಿಯನ್ನು ಬೀಜಗಳು ಮೊಳೆಯುತ್ತಿರುವುದು
audiofile/knf_05550_01789423306.wav,ಚಳ್ಳೆಹಣ್ಣಿನಂತೆ ಒಳಗಡೆ ತಿರುಳು ಬಹು ನುಣುಪು.
audiofile/knf_06123_01736480076.wav,ಅಲ್ಲಿ ಅನೇಕ ಬಗೆಯ ಮಾರ್ಪಾಡುಗಳ ಸಾಧ್ಯತೆಯಿರುತ್ತದೆ
audiofile/knf_01493_01890953099.wav,ಬೆಳವಣಿಗೆಯ ವ್ಯತ್ಯಾಸದ ಆಧಾರದ ಮೇಲೆ ವರ್ಗೀಕರಣ ಮಾಡಬಹುದು.
audiofile/knf_07901_00526933357.wav,೧೯೩೫ರಲ್ಲಿ ಇದನ್ನು ಅಧಿಕೃತ ರಜಾದಿನವನ್ನಾಗಿ ಅಮೇರಿಕಾ ದೇಶವು ಘೋಷಿಸಿತ್ತು.ಸ್ನೇಹದ ಸಂಕೇತವಾಗಿ ಪರಸ್ಪರರಿಗೆ ಗೆಳೆತನದ ಪಟ್ಟಿ ಕಟ್ಟಿ
audiofile/knf_09696_01976357681.wav,ಸ್ನಾತಕೋತ್ತರ ವ್ಯವಹಾರ ಆಡಳಿತ
audiofile/knf_02173_01685607849.wav,ನೂರೈವತ್ತು ಗಜಗಳಲ್ಲಿ
audiofile/knf_05550_01943254833.wav,ಇದು ಉತ್ಪಾದಕರ ಮತ್ತು ಸರಕು ವ್ಯಾಪಾರಿಗಳ ಆ ಕ್ಷಣದ ಅಗತ್ಯಗಳನ್ನು ಪುರೈಸುತ್ತದೆ.
audiofile/knf_01493_01449471091.wav,ಸತುವಿನ ಅಂಶವೂ ಸ್ವಲ್ಪ ಇರುತ್ತದೆ.
audiofile/knf_00001_01064775888.wav,ಇದು ಪರಮಾಣು ಅಥವಾ ಬೇರೆ ರೀತಿಯಲ್ಲಿ ರಾಸಾಯನಿಕ ಬಂಧವಾಗಿದ್ದರ ಪರಿಣಾಮದಿಂದುಂಟಾದ ವಿನ್ಯಾಸವಾಗಿರಬಹುದು.
audiofile/knf_00557_01894515604.wav,ಇದೇ ರೀತಿ ಪಿತ್ತ
audiofile/knf_09696_02086112393.wav,ಭೂಮಿಯ ವಾಯುಮಂಡಲವು ಸಿಬ್ಬಂದಿಗೆ ಅನೇಕ ಅನುಕೂಲತೆಗಳನ್ನು ನೀಡುತ್ತದೆ.
audiofile/knf_08476_00940076082.wav,ಹೀಗೆ ಮಳೆಯಾದಾಗ ಹಳ್ಳ ತಗ್ಗುಗಳೆಲ್ಲ ನೀರಿನಿಂದ ತುಂಬಿಹೋಗಿ ಒಂದೇ ಸಮನಾಗಿ ಕಾಣುತ್ತವೆ
audiofile/knf_07901_01397403241.wav,ಚರಕ
audiofile/knf_00557_01002715257.wav,ಚಿಗುರು ಎಲೆಗಳಲ್ಲಿ ಅದರ ಅಂಶ ಕಡಿಮೆಯಾಗಿರುತ್ತದೆ.
audiofile/knf_07598_02129638368.wav,ಇತರ ಎರಡು ದೂರ ನಿರ್ವಾಹಕ ವ್ಯವಸ್ಥೆಗಳು ನಿಲ್ದಾಣದ ಅಂತಿಮ ವಿನ್ಯಾಸದಲ್ಲಿ ಉಪಸ್ಥಿತವಾಗಿವೆ.
audiofile/knf_00001_00193278498.wav,ಲಕ್ಷ
audiofile/knf_02049_00925256904.wav,ಮಹತ್ತರವಾದ ಅಂತರಿಕ್ಷವನ್ನೂ ದ್ಯಾವಾಪೃಥುವಿಗಳನ್ನೂ ತನ್ನ ತೇಜಸ್ಸಿನಿಂದ ತುಂಬಿದ್ದಾನೆ.
audiofile/knf_00254_00512550070.wav,ಸಹಯೋಗಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಕಾಯಿದೆಯ ಮಾನದಂಡಗಳು ಅತ್ಯಂತ ಅಸ್ಪಷ್ಟವಾಗಿವೆ.
audiofile/knf_00254_01861966398.wav,ನೃಪಕಾಮ ಸೊಸವೂರಿನಿಂದ ಆಳುತ್ತಿದ್ದ.
audiofile/knf_03755_00996683662.wav,ವಿದೇಶಿ ವ್ಯವಹಾರವು ಅನೇಕ ತೊಂದರೆ ಮತ್ತು ವಿವಿದ ನೀತಿನಿಯಮಗಳಿಂದ ಕೂಡಿದ್ದರೂ ಕೂಡ ಇದು ರಾಷ್ಟ್ರಕ್ಕೆ ಮತ್ತು ವ್ಯವಹಾರಿಕ ಸಂಸ್ಥೆಗಳಿಗೆ ಅನೇಕ ರೀತಿಯಲ್ಲಿ ಲಾಭದಾಯಕವಾಗಿದೆ.
audiofile/knf_09696_00919856468.wav,ಇವುಗಳ ಆಕಾರ
audiofile/knf_09696_00870802300.wav,ರೋಗಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಿ ಉಪಚರಿಸುವುದು
audiofile/knf_01493_01209807248.wav,ಮಳೆ ಪ್ರತಿ ವರ್ಷ ಮಳೆ ೩೦೦ ರಿಂದ ೬೦೦ಮಿಮಿ ಗಳಸ್ಟು ಆಗಿರುತ್ತದೆ.
audiofile/knf_03574_00402097938.wav,ಈ ಅಂತಸ್ಥ ಶಕ್ತಿಯು ಎಲ್ಲಾ ಆಕಾಶಕಾಯಗಳ ಒಟ್ಟು ಶಕ್ತಿಯನ್ನು ಮೀರಿರುತ್ತದೆ
audiofile/knf_01493_00373187446.wav,ಈ ಅಡುಗೆಮನೆಯು ಆಹಾರಕ್ಕೆ ಶಾಖ ಒದಗಿಸುವ ಎರಡು ಸಾಧನಗಳನ್ನು
audiofile/knf_09123_01799755037.wav,ಶಾಂತಾದುರ್ಗಾ ದೇವಾಲಯ
audiofile/knf_07901_00142680512.wav,ಗ್ರಾಮಾಂತರ ಪ್ರದೇಶಗಳಲ್ಲಿ ಶಾಂತಿ ಮತ್ತು ನೆಮ್ಮದಿಯನ್ನು ಸ್ಥಾಪಿಸುವ ಅಧಿಕಾರವನ್ನು ಕೇಂದ್ರ ಸರ್ಕಾರ ಇವರಿಗೆ ವಹಿಸಿಕೊಟ್ಟಿತ್ತು.
audiofile/knf_03755_00809045734.wav,ವೈಮಾನಿಕ ಎಂಜಿನಿಯರಿಂಗ್ ಬಗೆಗಿನ ಆರಂಭಿಕ ತಿಳಿವಳಿಕೆಯ ಜ್ಞಾನವು ಬಹುತೇಕ ಪ್ರಾಯೋಗಿಕವಾಗಿತ್ತು
audiofile/knf_05550_01308830348.wav,ವಾಯುಬಲಶಾಸ್ತ್ರ
audiofile/knf_03755_00383375467.wav,ಪ್ರತಿಯೊಂದು ರಾಷ್ಟ್ರಕ್ಕೂ ತನ್ನ ಭೂಭಾಗದ ಮೇಲೆ 1500 ಮೀಟರ್ ಗಳ ಎತ್ತರದವರೆಗೆ ವಾಯುಮಂಡಲದಲ್ಲಿ ಸರ್ವಾಧಿಕಾರ ಇರತಕ್ಕದ್ದು.
audiofile/knf_03271_01504767275.wav,ಇದೇ ಚರಿತ್ರೆಯಲ್ಲಿ ಪ್ರಸಿದ್ಧವಾಗಿರುವ ಅಂತಾರಾಷ್ಟ್ರೀಯ .
audiofile/knf_01796_00458267990.wav,ಮಳೆಯೊಡನೆ ಭೂಮಿಯನ್ನು ಸೇರುತ್ತದೆ.
audiofile/knf_07901_00655946370.wav,ಇಂಥ ಮೊಟ್ಟೆಗಳನ್ನು ಸೇವಿಸುವುದರಿಂದ ದೇಹಪೋಷಣೆಗೆ ಬೇಕಾದ ಪ್ರೋಟೀನು ಮೊದಲಾದ ಪೌಷ್ಠಿಕಾಂಶಗಳು ದೊರಕುತ್ತವೆ ಎಂಬುದು ವೈದ್ಯ ಶಾಸ್ತ್ರಜ್ಞರ ಅಭಿಪ್ರಾಯ.
audiofile/knf_03467_01280009677.wav,ಪಾತ್ರವನ್ನರಿತು ಗಟ್ಟಿಗನಾದವನಿಗೆ ವಿದ್ಯಾದಾನ ಮಾಡಬೇಕು.
audiofile/knf_03271_00533204497.wav,ಇದನ್ನು ಮೊಬೈಲ್ ಸರ್ವೀಸಿಂಗ್ ಸಿಸ್ಟಮ್ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.
audiofile/knf_09696_01765639397.wav,ಆದುದರಿಂದ ಈ ವಿಧಾನವು ಬಹಳ ಸರಳವಾಗಿದೆಯೆಂದೂ ಸುಲಭವಾಗಿ ಗುರುತಿಸಲು ಅನುಕೂಲವಾಗಿದೆಯೆಂದೂ ಹೇಳಬಹುದು.
audiofile/knf_03755_00530979510.wav,ಯುವರಾಜ್ ಭಾರತದ ಪ್ರಣವ್ ಮುಖರ್ಜಿ ಅವರಿಂದ 2012 ರಲ್ಲಿ ಅರ್ಜುನ ಪ್ರಶಸ್ತಿ ಸ್ವೇಕರಿಸಿದರು
audiofile/knf_00557_01067875382.wav,ಇವರಲ್ಲಿ ಅತ್ಯಧಿಕ ಪ್ರಮಾಣದ ಬಂಡವಾಳ ಹೊಂದಿರುವ 5 ಪ್ರತಿನಿಧಿಗಳು ಇರುತ್ತಾರೆ
audiofile/knf_05550_01245136413.wav,ಕನ್ನಡ ಲಿಪಿ ಉಗಮ ಮತ್ತು ವಿಕಾಸ
audiofile/knf_00254_00674306314.wav,ಈ ದಿಶೆಯಲ್ಲಿ ಇದು ಸಾಧಿಸಿದ ಮಹತ್ಕಾರ್ಯಗಳಲ್ಲಿ ಮೂರು ಚರಿತ್ರಾರ್ಹವಾದುವು
audiofile/knf_01493_01207383138.wav,ಈ ಶಿಫಾರಸ್ಸಿನಂತೆ ಯಾವುದೇ ಸ್ಥಿತಿಯು ಯಾವಾಗಳು ನಿಶ್ಚಲ
audiofile/knf_01796_00765568998.wav,ಇದನ್ನು ಐದು ಸಹಭಾಗಿತ್ವದ ಬಾಹ್ಯಾಕಾಶ ಸಂಸ್ಥೆಗಳ ಜಂಟಿ ಯೋಜನೆಯ ರೂಪದಲ್ಲಿ ನಿರ್ವಹಿಸಲಾಗುತ್ತದೆ.
audiofile/knf_05820_02097720376.wav,ಇದು ಬೇರೆ ವಸ್ತುಗಳೊಂದಿಗೆ ಸೇರಿಕೊಂಡು ಶಾಖ ನಿರೋಧಕ ಸಿಮೆಂಟ್ ಆಗುತ್ತದೆ.
audiofile/knf_00254_00554682341.wav,ಇಂಗ್ಲೀಷ್ ಅಥವಾ ಲ್ಯಾಟಿನ್ ಲಿಪಿ
audiofile/knf_00001_00090736678.wav,ವ್ಯಾಪಾರಿಗಳಿಗೆ ಉಪಯುಕ್ತವಾದ ಸೇವೆ.
audiofile/knf_07598_01610316254.wav,ಈ ಪದವನ್ನು ಪ್ರಜನನಜೀವಕಣದ ಬೆಳೆವಣಿಗೆಯಲ್ಲಿನ ವಿವಿಧ ಹಂತಗಳಿಗೂ ಬಳಸುತ್ತಾರೆ.
audiofile/knf_09696_01863318081.wav,ಆದರೆ ಈ ಶ್ರೇಣಿಗಳನ್ನು ಬಳಸಲು ಅನುಮತಿಯಿದೆಯೇ ಎಂಬುದರ ಕುರಿತು ಪ್ರಮಾಣಕಗಳು ಅಥವ ನಿಯಮಾವಳಿಗಳು ಏನನ್ನು ಸ್ಪಷ್ಟಗೊಳಿಸಿಲ್ಲ.
audiofile/knf_09123_01054291024.wav,ಕೆಲವು ವೇಳೆ ಮೂರು ಫಸಲೂ ಬರಬಹುದು
audiofile/knf_02173_01384013544.wav,ಎರಡು ಮೈಲಿಗಳಲ್ಲಿ
audiofile/knf_07901_00888679521.wav,ಎಂದು ವಿಚಾರ ಮಾಡಬೇಕಾಗುತ್ತದೆ.
audiofile/knf_00254_00729595376.wav,ಇಂಥ ಘಟನೆಗಳಲ್ಲಿ ನಾಗರಿಕರೂ ಭಾಗವಹಿಸುವುದರಿಂದ ಮತ್ತು ಹಿಂಸಾಕೃತ್ಯಗಳು ನಡೆಯುವುದರಿಂದ ಇವಕ್ಕೆ ಅಂತರ್ಯುದ್ಧಗಳೆಂದು ಹೆಸರಾಗಿದೆ.
audiofile/knf_09696_01408534144.wav,ಅನಿಲ ಟರ್ಬೈನ್
audiofile/knf_09696_01784292871.wav,ಇದು ದೇಶದ ಪ್ರಮುಖ ವಾಣಿಜ್ಯ ಮತ್ತು ಕೈಗಾರಿಕ ಕೇಂದ್ರವಾಗಿ ಬೆಳೆದಿದೆ.
audiofile/knf_07598_00879017964.wav,ಆಮೇಲೆ ಇದು ಮೌರ್ಯಸಾಮ್ರಾಜ್ಯದ ಭಾಗವಾಯಿತು.
audiofile/knf_01493_01614354155.wav,ಇದು ನೈಸರ್ಗಿಕ ಮೂಲಗಳಿಂದ ಭೂಮಿಯಲ್ಲಿರುವ ಒಬ್ಬ ವ್ಯಕ್ತಿ ಒಂದು ವರ್ಷಕ್ಕೆ ಪಡೆವಷ್ಟು ವಿಕಿರಣಕ್ಕೆ ಸಮನಾಗಿದೆ.
audiofile/knf_05550_00580038516.wav,ಈ ವ್ಯವಸ್ಥೆಯನ್ನು ಪ್ರಮುಖವಾಗಿ ದೇಶದಲ್ಲಿರುವ ಸಂಖ್ಯಾಶಾಸ್ತ್ರಜ್ಞರನ್ನು ಹಾಗೂ ಸಂಖ್ಯಾಶಾಸ್ತ್ರದ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಗಮನದಲ್ಲಿ ಇರಿಸಿಕೊಂಡು ಮಾಡಲಾಗಿದೆ.
audiofile/knf_01493_01282479324.wav,ಈ ಘಟಕಗಳಲ್ಲಿ ಹೆಚ್ಚಿನವುಗಳು ಸೈದ್ಧಾಂತಿಕ ಗಣಿತಶಾಸ್ತ್ರವನ್ನು ಆಧರಿಸಿವೆ
audiofile/knf_05820_01459717313.wav,ಈ ಕ್ಷೇತ್ರವು ಸಂಕೀರ್ಣವಾಗಿರುವುದು
audiofile/knf_02049_01401337782.wav,ಅಂತಪಾಲರು ಅನೇಕ ಕೆಲಸ ಕಾರ್ಯಗಳನ್ನು ನಿರ್ವಹಿಸುತ್ತಿದ್ದರು.
audiofile/knf_07901_01863322712.wav,ವಿದೇಶ ಪ್ರವಾಸ ಮಾಡುವವರಿಗೆ ಅಗತ್ಯವಾದ ಪಾಸ್ಪೋರ್ಟ್ ಅರ್ಜಿ ಮಾರಾಟ
audiofile/knf_09696_01203202801.wav,ಅಂತರಿಕ್ಷದಿಂದ ಮಳೆಯ ರೂಪದಲ್ಲಿ ಭೂಮಿಗೆ ಜಲ ಸುರಿಯುವುದು.
audiofile/knf_01493_00549895262.wav,ಮುಂದಿನ ಬೇಸಗೆಯಲ್ಲಿ ಫಸಲು ಬರುತ್ತದೆ
audiofile/knf_01796_01447306308.wav,ಒಂದು ಪೋಷಕವಸ್ತುವಿನ ಕೊರತೆಯಿದ್ದಾಗ
audiofile/knf_08476_00629542551.wav,ಆದರೆ ಅಂತರ್ವ್ಯಾಪ್ತಿಗೆ ಮತ್ತೊಂದು ಅರ್ಥವೂ ಉಂಟು
audiofile/knf_09696_00446271427.wav,ಆಯುರ್ವೇದವನ್ನು ಪ್ರಜಾಪತಿ ದಕ್ಷನಿಗೆ ಬ್ರಹ್ಮ ಉಪದೇಶಿಸಿದ.
audiofile/knf_07901_01957084362.wav,ಈ ಪರ್ವತ ಸಾಲಿನಲ್ಲಿ ಜಲಜಶಿಲೆಗಳು ಹೆಚ್ಚು ಮೈದಳೆದಿವೆ.
audiofile/knm_05927_01699170109.wav,ಬಾಗಿಲಿಗೆ ಬಂದ ಜ್ಯೋತಿಯನ್ನು ಸ್ವಾಗತಿಸಿ
audiofile/knm_08025_01815510700.wav,ತೊಡೆಸಂದಿಯ ಅಂಡವಾಯುಗಳು ಪುರುಷರ ಮತ್ತು ಮಹಿಳೆಯರಲ್ಲಿನ ಅಂಡವಾಯುವಿನ ಪೈಕಿ ಅತಿಸಾಮಾನ್ಯವಾದ ಬಗೆಯಾಗಿದೆ.
audiofile/knm_00574_01153125164.wav,ನಿಲ್ದಾಣದ ಮೂಲಕ ಮುಕ್ತವಾಗಿ ತೇಲಾಡುತ್ತ ಮಲಗಬಹುದು
